timestamp,pixelCount
timestamp,pixelCount
2026-07-18 06:34:00,94
2026-07-18 06:35:00,95
2026-07-18 06:36:00,97
2026-07-18 06:37:00,94
2026-07-18 06:38:00,108
2026-07-18 06:39:00,91
2026-07-18 06:40:00,84
2026-07-18 06:41:00,94
2026-07-18 06:42:00,85
2026-07-18 06:43:00,89
2026-07-18 06:44:00,91
2026-07-18 06:45:00,85
2026-07-18 06:46:00,93
2026-07-18 06:47:00,104
2026-07-18 06:48:00,81
2026-07-18 06:49:00,98
2026-07-18 06:50:00,91
2026-07-18 06:51:00,106
2026-07-18 06:52:00,104
2026-07-18 06:53:00,76
2026-07-18 06:54:00,98
2026-07-18 06:55:00,85
2026-07-18 06:56:00,113
2026-07-18 06:57:00,67
2026-07-18 06:58:00,82
2026-07-18 06:59:00,129
2026-07-18 07:00:00,95
